Company ID;Company Name;Industry (ICB);Region;Year;PE Firm;PE/VC;URL of the Transaction;Description
29786;Tracscare;Elder and Disabled Care;UK;2004;Sovereign Capital Partners;;https://www.sovereigncapital.co.uk/our-investments/tracscare-group/;Provider of specialist support services specializing in supporting people to achieve their full potential. The company's residential care services include care for adults suffering from autistic spectrum disorders, brain injuries, challenging needs, personality disorders, learning disabilities and physical disabilities, enabling them to exercise choice and take more control over their own lives and maximize independence.
25019;Tractel;Other Commercial Products;Luxembourg;2015;Cinven;;https://www.cinven.com/media/news/cinven-to-sell-tractel/;Manufacturer of safety equipment intended for industrial, construction, energy, telecoms and infrastructure projects. The company manufactures equipment for materials handling and lifting operations such as harnesses and belts, fall arresters, lanyards and connectors, anchorages as well as related accessories, enabling clients to meet their lifting, handling, load measurement, suspended working platforms and safety equipment needs.
8657;Tractiv;Machinery (B2B);UK;2002;CBPE Capital LLP;;https://www.cbpecapital.com/investments/tractiv/;Manufacturer and distributor of tractor parts. The company offers replacement spare parts, tools and accessories to the agricultural sectors across Europe, South Africa and Australia under the Bepco and Tracpieces brand names.
24445;TRADEBE;Environmental Services;UK;1993;Advent International;;https://www.adventinternational.com/investments-poland/?region=Europe&country=Spain&sector=12&keywords=&col_order=deal_type-desc;Provider of waste reclamation and recycling services intended for industrial, manufacturing, petrochemical, pharmaceutical, oil and gas sectors. The company specializes in the treatment of waste oil and offers waste management, oil collection and recycling, maritime, incineration, industrial, refinery as well as consultancy services, enabling clients with environmental services that contribute to sustainable development.
9598;TradeDoubler AB;Media and Information Services;Sweden;2005;Verdane Capital;;https://verdane.com/holdings/tradedoubler/;TradeDoubler AB is a Sweden based performance marketing company. It helps clients grow their online sales and find new customers for their businesses and help an expanding network of online publishers monetize their websites. Tradedoubler offers a portfolio of performance marketing solutions that enable advertisers to enhance measure and track the return on their digital marketing investment.
22726;Tradeka Oy;;;;;;;Tradeka-Yhtiöt Oy is a management company whose task is to manage Osuuskunta Tradeka's core businesses. Tradeka-Yhtiöt was established in 2014 and is based in Helsinki, Finland.
46426;Trader Corporation;Media and Information Services;Canada;2016;Thoma Bravo;;https://www.thomabravo.com/press-releases/thoma-bravo-completes-acquisition-of-trader;Operator of a digital automotive marketplace and provider of a comprehensive set of marketing software solutions intended to serve the Canadian automotive dealers. The company offers an online marketplace of new and used cars in Canada through its website and mobile applications and encourages better vehicle purchase decisions for the consumers through helpful reviews, buyers guides, pricing tools and its host of digital web, advertising and inventory management solutions, enabling dealers to accelerate their business performances.
15708;Trader Media Group;Media and Information Services;;1998;BC Partners;;https://www.privateequityinternational.com/bc-partners-management-exit-trader-media/;Trader Media Group is a publishing company that specializes in the publication and production of the auto trader titles and advertising magazines. The company has produced 52 publications, with a combined average circulation per issue in excess of 700,000. Its in-house printing and typesetting facilities are critical in enabling it to meet its verytight distribution deadlines.
4539;Trader Spa;;;;;;;
5499;Tradescape.com/MarketXT, Inc.;E-Commerce;;;;;;MarketXT is focused on providing its customers with diamond ring design and development services. It offers a website that enables its customers to find information and insights about the diamond market. MarketXT was acquired by Tradescape.com in February 2000. MarketXT was founded by Michael Satow in August 1999.
27455;TRADESOURCE;Human Capital Services;United States;;Saugatuck Capital Company;;https://www.saugatuckcapital.com/investments/portfolio/tradesource/;Provider of temporary staffing services intended to serve the construction staffing needs in the United States. The company's staffing platform offers residential and commercial tradespeople, including carpenters, plumbers, electricians, masons, HVAC technicians, general workers, sheetrock/tapers, painters, landscapers, and tillers for the construction industry, without tyhe associated costs and hassles of sourcing new talent, and thus enabling to supplement labor forces and to derive the many benefits of utilizing short-term, project based construction, including higher payroll disbursements, lower recruiting costs, and guaranteed worker quality.
25641;Tradeware Systems Corporation;Other Capital Markets/ Institutions;United States;2010;SS&C Technologies Holdings;;https://investor.ssctech.com/investor-relations/press-releases/press-release-details/2010/SSC-Buys-Tradeware-Global-Corp/default.aspx;Provider of electronic order routing and trade management systems for brokerage firms and institutional investors. The company offers financial information exchange (FIX) based equity order management systems that allow banks, broker-dealers, exchanges and institutional investors to conduct trade communications electronically.
13816;Tradex;Manufacturing;Sweden;2000;EQT Holdings AB;;https://eqtgroup.com/current-portfolio/tradex;Tradex Converting AB, a design and manufacturing company of self-adhesive components & systems for assembly of CMTs and other related products.
4255;Tradimus;Application Software;Sweden;;;;;Developer and provider of software for the Information Technology Industry. The company develops Information Technology based administration software.
8605;Trados, Inc.;Software ;UK;2002;Invision AG;;https://www.invision.ch/en/beteiligungen/former-investments/trados/;Trados is the world market leader in globalization software for the translator corporate enterprise market. Trados has been financed by – in addition to INVISION – leading global venture capital companies such as HG Capital, Wachovia Capital Partners, and Sequoia Capital. Trados provides translation software that enables global businesses to operate more efficiently in foreign markets by automating key processes associated with the authoring, localization and publishing of enterprise information.
1216;Tragus;Restaurant and Bars;UK;2020;Epiris LLP;;https://www.bigtablegroup.com;Operator of a chain of restaurants in the United Kingdom. The company operates 150 restaurant sites in a variety of locations including leisure parks, shopping centers and high streets, enabling customers to enjoy an improved dining experience.
9519;TrainCo;;;;;;;
24862;Trainline;Application Software;UK;2015;KKR & Co. L.P.;;https://www.businesswire.com/news/home/20150121006638/en/KKR-Acquires-Trainline;Trainline PLC is an independent rail and coach travel platform selling rail and coach tickets to millions of travellers worldwide, enabling them to seamlessly search, book and manage their journeys all in one place via its website and mobile app. The company is a one-stop shop for rail and coach travel bringing together millions of routes, fares and journey times from 220 rail and coach carriers across 45 countries.
43974;TRAK Communications, Inc.;Connectivity Products;United States;2000;Veritas Capital;;https://www.veritascapital.com/portfolio-info/trak-communications;Designer and manufacturer of microwave subsystems, antennas and related components for global defense, space and commercial markets. The company offers products including oscillators, synthesizers, converters, multipliers, comb generators, switches, various components and GPS time and frequency systems, generating highly accurate base frequencies for communication systems and making the process much easier.
15917;TralinPak;Packaging;China;;;;;Tralin Pak aims to be a first-class packaging system supplier. Tralin Pak is the first large scale Chinese enterprise specialized in the business of paper based aseptic packaging for liquid foods.
3087;TRANS HEALTHCARE INC;Healthcare Service;United States;;GTCR;;https://www.gtcr.com/wp-content/uploads/2020/06/af4cfc5e-healthcare-winter-2011-gtcr.pdf;Trans Healthcare, Inc. is a consolidator of skilled nursing facilities and other post-acute health care businesses, and provides care and support to more than 30,000 patients and their families each year. Through the integration of operating, financial and information systems, Trans Healthcare creates value by building regional post-acute networks across the country, leveraging critical mass with payors and other providers.
